4.2237910142369 -4086780.813964814
4.072261510193105 -4086780.804192354
3.9207320806718773 -4086780.6429472547
3.769200863775427 -4086780.2361746444
3.6176736638242066 -4086779.5425283853
3.466145184510417 -4086780.5766572617
3.314615574642546 -4086779.52332014
3.163085797961553 -4086778.0799994553
3.0115582325685892 -4086776.2735488038
2.860022279186243 -4086773.929859325
2.708501504388038 -4086771.034966365
2.556971273142343 -4086767.5164822424
2.4054461326382084 -4086763.3030553674
2.2668431917033116 -4086764.3399394704
2.220645219240384 -4086762.9402377005
2.1744452809840245 -4086761.3905155323
2.128246177878791 -4086759.6963872
2.082047258491499 -4086757.8593857894
2.035848694445529 -4086755.8966592443
1.9896453169351436 -4086753.8340955996
1.9434491886814997 -4086755.244424851
1.8972434598704413 -4086754.8489067103
1.851040354348745 -4086754.5584337306
1.8048620652047567 -4086755.0202379054
1.7586482402339063 -4086756.7708814205
1.7124488468671522 -4086759.482523695
1.6662379723676484 -4086763.080645972
1.6200454291589907 -4086770.2943548067
1.573843729612766 -4086775.0800724872
1.5276081053681274 -4086779.84148339
1.4814491609772853 -4086784.411602525
1.4352711783526937 -4086788.6150218383
1.3890555575335024 -4086792.1804024894
1.3428691406991085 -4086794.727144462
1.2966052167482398 -4086795.7257037973
